CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	R1	R123
1477	KEEP	guardar	"{""3113"": 4, ""773"": 4, ""253"": 3, ""602"": 2, ""2900"": 2, ""2008"": 2, ""1851"": 1, ""719"": 1, ""704"": 1, ""998"": 1, ""161"": 1, ""923"": 1, ""1895"": 1, ""1121"": 1, ""3088"": 1}"	"{""253"": 11, ""602"": 10, ""2900"": 6, ""773"": 6, ""3113"": 4, ""2008"": 3, ""1121"": 3, ""1465"": 1, ""998"": 1, ""1895"": 1, ""3088"": 2, ""3106"": 1, ""1851"": 1, ""1447"": 1, ""719"": 1, ""1127"": 1, ""2578"": 1, ""704"": 1, ""1477"": 1, ""161"": 1, ""923"": 1, ""1107"": 1, ""3458"": 1}"
578	KISS	besar	"{""674"": 8, ""478"": 7, ""1205"": 2, ""1286"": 1, ""785"": 1, ""2124"": 1, ""1503"": 1, ""1079"": 1, ""1892"": 1}"	"{""674"": 16, ""478"": 1, ""1205"": 3, ""1503"": 3, ""3544"": 3, ""1079"": 3, ""1892"": 3, ""2117"": 2, ""3282"": 2, ""923"": 2, ""2524"": 1, ""619"": 1, ""1286"": 1, ""1333"": 1, ""717"": 1, ""819"": 1, ""2941"": 1, ""785"": 1, ""1620"": 1, ""2124"": 1, ""1338"": 1, ""1040"": 1, ""683"": 1, ""156"": 1}"
1906	SOUR	ácido	"{""3091"": 6, ""1906"": 5, ""1126"": 4, ""717"": 2, ""831"": 2, ""1783"": 2, ""1548"": 2, ""404"": 1, ""1321"": 1, ""819"": 1, ""785"": 1, ""1810"": 1, ""712"": 1, ""985"": 1}"	"{""3091"": 11, ""1906"": 7, ""717"": 5, ""1126"": 5, ""887"": 4, ""1548"": 4, ""831"": 3, ""985"": 3, ""1783"": 2, ""785"": 2, ""2124"": 2, ""1810"": 2, ""141"": 2, ""404"": 1, ""1923"": 1, ""1321"": 1, ""500"": 1, ""681"": 1, ""819"": 1, ""1205"": 1, ""712"": 1, ""1274"": 1, ""1091"": 1, ""848"": 1, ""1425"": 1}"
1386	LION	león	"{""619"": 14, ""1508"": 7, ""420"": 6, ""1250"": 2, ""1208"": 1, ""1620"": 1, ""781"": 1, ""910"": 1, ""2627"": 1, ""846"": 1}"	"{""619"": 18, ""1508"": 15, ""420"": 9, ""202"": 4, ""1208"": 4, ""1424"": 3, ""1202"": 3, ""1380"": 2, ""72"": 2, ""1427"": 2, ""910"": 2, ""2627"": 2, ""1040"": 2, ""1250"": 2, ""1637"": 1, ""1480"": 1, ""785"": 1, ""1620"": 1, ""1292"": 1, ""781"": 1, ""1810"": 1, ""846"": 1, ""3"": 1}"
1134	DIVORCE	divorcio	"{""1199"": 2, ""1783"": 1, ""2941"": 1, ""1240"": 1, ""505"": 1}"	"{""1783"": 6, ""742"": 4, ""1067"": 3, ""505"": 3, ""1199"": 2, ""680"": 2, ""1374"": 1, ""1252"": 1, ""584"": 1, ""2978"": 1, ""1119"": 1, ""1200"": 1, ""194"": 1, ""2941"": 1, ""743"": 1, ""861"": 1, ""1203"": 1, ""1406"": 1, ""1240"": 1, ""210"": 1}"
1443	WALK	andar	"{""1443"": 34, ""695"": 12, ""747"": 2, ""2252"": 1, ""1442"": 1, ""1631"": 1, ""1107"": 1, ""3665"": 1}"	"{""1443"": 47, ""695"": 16, ""747"": 6, ""2252"": 6, ""1442"": 5, ""1519"": 3, ""1107"": 3, ""1085"": 3, ""3665"": 2, ""615"": 1, ""1111"": 1, ""765"": 1, ""1439"": 1, ""1304"": 1, ""2271"": 1, ""683"": 1, ""1631"": 1, ""1829"": 1, ""1676"": 1, ""2506"": 1, ""210"": 1, ""1422"": 1, ""1441"": 1}"
1215	THOU	tú	"{""1209"": 32, ""962"": 4, ""683"": 4, ""1171"": 1, ""202"": 1, ""1216"": 1, ""197"": 1, ""1268"": 1}"	"{""1209"": 38, ""683"": 8, ""962"": 6, ""1834"": 4, ""1212"": 4, ""197"": 4, ""1325"": 2, ""817"": 2, ""1216"": 1, ""1268"": 2, ""98"": 1, ""2524"": 1, ""78"": 1, ""1480"": 1, ""169"": 1, ""1171"": 1, ""202"": 1, ""1084"": 1, ""1676"": 1, ""1213"": 1}"
240	ELECTION	elección	"{""899"": 6, ""685"": 1, ""1783"": 1, ""2271"": 1, ""728"": 1, ""1306"": 1, ""1410"": 1}"	"{""899"": 6, ""685"": 2, ""1895"": 2, ""2252"": 1, ""1613"": 1, ""584"": 1, ""1783"": 1, ""240"": 1, ""1750"": 1, ""815"": 1, ""1039"": 1, ""1158"": 1, ""2271"": 1, ""972"": 1, ""728"": 1, ""1306"": 1, ""1410"": 1, ""1359"": 1}"
1933	LOOSEN	soltarse	"{""1280"": 2, ""2896"": 2, ""2142"": 2, ""352"": 1, ""1574"": 1, ""956"": 1, ""1107"": 1, ""1829"": 1, ""1095"": 1, ""1334"": 1, ""1441"": 1}"	"{""1441"": 8, ""1280"": 3, ""2896"": 3, ""2142"": 3, ""27"": 1, ""1879"": 1, ""2648"": 1, ""1519"": 1, ""352"": 1, ""2941"": 1, ""1574"": 1, ""2003"": 1, ""956"": 1, ""1338"": 1, ""423"": 1, ""421"": 1, ""3654"": 1, ""1107"": 1, ""1829"": 1, ""1095"": 1, ""1334"": 1, ""1624"": 1, ""210"": 1, ""960"": 1}"
1496	GRANDMOTHER	abuela	"{""1216"": 1, ""1383"": 2, ""256"": 2, ""1496"": 1, ""906"": 1, ""1252"": 1, ""1365"": 1, ""1789"": 1, ""194"": 1, ""964"": 1, ""910"": 1, ""1618"": 1, ""930"": 1, ""98"": 1}"	"{""1216"": 2, ""256"": 7, ""194"": 3, ""1383"": 2, ""1252"": 2, ""1789"": 2, ""962"": 2, ""1618"": 2, ""907"": 2, ""1496"": 1, ""906"": 1, ""717"": 1, ""1365"": 1, ""1600"": 1, ""2941"": 1, ""2060"": 1, ""964"": 1, ""963"": 1, ""910"": 1, ""505"": 1, ""1644"": 1, ""1338"": 1, ""1040"": 1, ""930"": 1, ""666"": 1, ""1410"": 1, ""892"": 1, ""98"": 1, ""1342"": 1}"
889	FLAME	llama	"{""221"": 32, ""619"": 9, ""1379"": 7, ""1871"": 1, ""630"": 1, ""1007"": 1, ""1273"": 1}"	"{""221"": 4, ""619"": 21, ""1379"": 13, ""1273"": 3, ""1424"": 2, ""1871"": 2, ""1365"": 2, ""1440"": 2, ""859"": 2, ""630"": 2, ""603"": 1, ""1325"": 1, ""1252"": 1, ""194"": 1, ""964"": 1, ""10"": 1, ""639"": 1, ""1405"": 1, ""2124"": 1, ""1810"": 1, ""241"": 1, ""1007"": 1}"
1937	THERE	allí	"{""136"": 7, ""420"": 1, ""1942"": 1, ""1237"": 1, ""1460"": 1, ""1442"": 1}"	"{""136"": 11, ""1237"": 10, ""1942"": 5, ""1406"": 3, ""919"": 2, ""1376"": 1, ""1401"": 1, ""420"": 1, ""1252"": 1, ""1460"": 1, ""1442"": 1, ""1283"": 1, ""1039"": 1, ""1599"": 1}"
614	HILL	loma	"{""614"": 9, ""1862"": 5, ""639"": 2, ""1362"": 2, ""212"": 2, ""1753"": 2, ""1228"": 2, ""1307"": 1, ""1406"": 1, ""1292"": 1, ""1683"": 1, ""1948"": 1}"	"{""614"": 13, ""639"": 7, ""1862"": 6, ""212"": 4, ""1228"": 4, ""1362"": 3, ""1948"": 3, ""1753"": 2, ""1406"": 2, ""1683"": 2, ""2819"": 2, ""721"": 1, ""1871"": 1, ""1443"": 1, ""1102"": 1, ""1307"": 1, ""652"": 1, ""1292"": 1, ""705"": 1}"
1090	BE BORN	nacer	"{""210"": 16, ""1289"": 10, ""1422"": 9, ""1494"": 5, ""479"": 3, ""1304"": 2, ""1376"": 1, ""3447"": 1, ""1442"": 1, ""1283"": 1, ""695"": 1, ""1387"": 1, ""1839"": 1, ""1231"": 1, ""1446"": 1}"	"{""210"": 22, ""1289"": 20, ""1422"": 16, ""1494"": 9, ""479"": 8, ""616"": 3, ""1387"": 3, ""1304"": 3, ""1231"": 3, ""3447"": 2, ""1620"": 2, ""1407"": 2, ""1376"": 1, ""2076"": 1, ""1443"": 1, ""2946"": 1, ""1019"": 1, ""1783"": 1, ""1442"": 1, ""1283"": 1, ""1609"": 1, ""695"": 1, ""1839"": 1, ""630"": 1, ""1216"": 1, ""1405"": 1, ""714"": 1, ""1446"": 1}"
1678	HUT	choza	"{""1252"": 31, ""1678"": 3, ""3612"": 2, ""2060"": 1, ""630"": 1, ""1674"": 1, ""420"": 1}"	"{""1252"": 37, ""3612"": 6, ""1678"": 5, ""212"": 4, ""769"": 4, ""640"": 3, ""603"": 2, ""1803"": 2, ""901"": 1, ""2058"": 1, ""194"": 1, ""2060"": 1, ""630"": 1, ""3780"": 1, ""1338"": 1, ""2009"": 1, ""1674"": 1, ""420"": 1, ""210"": 1, ""1422"": 1}"
88	BEEHIVE	colmena	"{""665"": 23, ""942"": 3, ""1306"": 1, ""210"": 1}"	"{""942"": 33, ""665"": 26, ""1306"": 5, ""984"": 3, ""1517"": 2, ""212"": 2, ""1252"": 2, ""1810"": 2, ""210"": 2, ""928"": 1, ""1424"": 1, ""1287"": 1, ""539"": 1}"
3	BRAVE	valiente	"{""1223"": 4, ""785"": 4, ""216"": 2, ""1053"": 1, ""1620"": 1, ""522"": 1, ""1216"": 1, ""444"": 1, ""2554"": 1, ""1941"": 1, ""1999"": 1}"	"{""785"": 7, ""1223"": 5, ""1535"": 3, ""216"": 3, ""2554"": 3, ""3608"": 2, ""1216"": 2, ""509"": 2, ""1941"": 2, ""2527"": 1, ""1053"": 1, ""2504"": 1, ""1064"": 1, ""202"": 1, ""1202"": 1, ""1620"": 1, ""1554"": 1, ""744"": 1, ""2530"": 1, ""522"": 1, ""962"": 1, ""444"": 1, ""1999"": 1}"
1726	WET	húmedo	"{""1726"": 31, ""1398"": 7, ""948"": 4, ""1287"": 3, ""952"": 1, ""1471"": 1, ""658"": 1, ""666"": 1, ""420"": 1}"	"{""1726"": 35, ""948"": 17, ""1398"": 10, ""1287"": 6, ""658"": 4, ""892"": 4, ""952"": 3, ""641"": 2, ""2124"": 2, ""3687"": 1, ""1986"": 1, ""2955"": 1, ""1471"": 1, ""249"": 1, ""933"": 1, ""3703"": 1, ""1040"": 1, ""1222"": 1, ""666"": 1, ""1977"": 1, ""420"": 1, ""1228"": 1, ""769"": 1, ""1836"": 1, ""210"": 1}"
643	NEED (NOUN)	necesidad	"{""1864"": 8, ""923"": 3, ""1030"": 2, ""27"": 1, ""1252"": 1, ""1336"": 1, ""256"": 1, ""1559"": 1, ""1338"": 1}"	"{""1864"": 10, ""923"": 8, ""1030"": 6, ""948"": 3, ""1252"": 3, ""256"": 3, ""1559"": 3, ""27"": 2, ""1783"": 2, ""194"": 2, ""759"": 2, ""1468"": 1, ""1336"": 1, ""2117"": 1, ""1585"": 1, ""1590"": 1, ""1287"": 1, ""1283"": 1, ""1277"": 1, ""1240"": 1, ""3653"": 1, ""1368"": 1, ""1338"": 1, ""972"": 1, ""1355"": 1, ""1407"": 1, ""1895"": 1, ""848"": 1, ""892"": 1, ""98"": 1}"
59	ELECTRICITY	electricidad	"{""630"": 28, ""947"": 11, ""2631"": 2, ""1810"": 2, ""1252"": 1, ""1480"": 1, ""221"": 1, ""781"": 1, ""1654"": 1, ""2433"": 1}"	"{""630"": 46, ""947"": 15, ""2631"": 6, ""625"": 5, ""3762"": 4, ""1810"": 4, ""1252"": 3, ""1788"": 2, ""948"": 1, ""1335"": 1, ""989"": 1, ""1480"": 1, ""686"": 1, ""221"": 1, ""781"": 1, ""1030"": 1, ""1654"": 1, ""3957"": 1, ""2433"": 1, ""858"": 1, ""984"": 1}"
783	VICTORY	victoria	"{""733"": 12, ""1405"": 5, ""2524"": 2, ""579"": 1, ""747"": 1, ""782"": 1, ""2941"": 1, ""239"": 1, ""3628"": 1, ""630"": 1, ""962"": 1, ""131"": 1, ""1268"": 1}"	"{""733"": 18, ""2524"": 8, ""579"": 7, ""1405"": 7, ""782"": 4, ""962"": 4, ""2941"": 3, ""2467"": 2, ""1306"": 2, ""747"": 1, ""1673"": 1, ""2573"": 1, ""239"": 1, ""813"": 1, ""3628"": 1, ""630"": 1, ""131"": 1, ""930"": 1, ""1268"": 1, ""1676"": 1, ""1642"": 1, ""705"": 1, ""720"": 1, ""984"": 1, ""474"": 1, ""1422"": 1}"
653	PLANT (VEGETATION)	planta	"{""1425"": 22, ""906"": 3, ""239"": 3, ""210"": 3, ""628"": 2, ""1301"": 2, ""606"": 1, ""2627"": 1, ""670"": 1, ""1228"": 1}"	"{""1425"": 32, ""210"": 10, ""239"": 9, ""948"": 6, ""906"": 6, ""628"": 6, ""1228"": 1, ""27"": 3, ""586"": 3, ""1301"": 3, ""670"": 2, ""2524"": 1, ""1683"": 1, ""831"": 1, ""3709"": 1, ""1252"": 1, ""606"": 1, ""2627"": 1, ""1820"": 1, ""1537"": 1, ""3078"": 1, ""420"": 1, ""1343"": 1, ""1209"": 1}"
1266	BRIDE	novia	"{""3282"": 11, ""962"": 7, ""474"": 3, ""1335"": 2, ""1199"": 2, ""853"": 1, ""717"": 1, ""2941"": 1, ""1207"": 1, ""2982"": 1}"	"{""3282"": 16, ""962"": 11, ""1335"": 6, ""474"": 6, ""2941"": 3, ""1199"": 2, ""1207"": 2, ""853"": 1, ""1325"": 1, ""767"": 1, ""852"": 1, ""717"": 1, ""1834"": 1, ""1495"": 1, ""1216"": 1, ""3375"": 1, ""2982"": 1, ""661"": 1, ""1050"": 1, ""1524"": 1}"
1776	SHAME	vergüenza	"{""781"": 4, ""156"": 1, ""1480"": 1, ""41"": 1, ""1390"": 1, ""1292"": 1, ""1240"": 1, ""3958"": 1, ""98"": 1}"	"{""781"": 7, ""156"": 1, ""1623"": 2, ""390"": 1, ""1046"": 1, ""1639"": 1, ""1613"": 1, ""1480"": 1, ""1783"": 1, ""2485"": 1, ""956"": 1, ""41"": 1, ""1390"": 1, ""1292"": 1, ""1240"": 1, ""1251"": 1, ""713"": 1, ""3458"": 1, ""3958"": 1, ""98"": 1}"
1850	COTTON	algodón	"{""1856"": 1, ""1335"": 7, ""862"": 5, ""1616"": 4, ""1109"": 2, ""404"": 1, ""1850"": 1, ""906"": 1, ""212"": 1, ""499"": 1, ""1161"": 1, ""1489"": 1, ""653"": 1, ""1895"": 1, ""946"": 1, ""1228"": 1}"	"{""1856"": 1, ""1335"": 25, ""1616"": 6, ""862"": 5, ""404"": 2, ""499"": 2, ""1109"": 2, ""1489"": 2, ""653"": 2, ""1257"": 1, ""1850"": 1, ""1044"": 1, ""906"": 1, ""212"": 1, ""1732"": 1, ""1136"": 1, ""1768"": 1, ""1161"": 1, ""616"": 1, ""640"": 1, ""942"": 1, ""1331"": 1, ""1895"": 1, ""946"": 1, ""1228"": 1, ""984"": 1}"
845	MURDER	asesinar	"{""1417"": 43, ""1352"": 3, ""910"": 3, ""946"": 2, ""1899"": 1, ""1494"": 1, ""156"": 1}"	"{""1417"": 49, ""910"": 8, ""1352"": 7, ""946"": 6, ""681"": 5, ""951"": 2, ""1494"": 2, ""1766"": 2, ""722"": 1, ""1281"": 1, ""3649"": 1, ""1682"": 1, ""1783"": 1, ""1548"": 1, ""2411"": 1, ""1160"": 1, ""700"": 1, ""1899"": 1, ""781"": 1, ""156"": 1}"
369	OWE	deber	"{""813"": 3, ""1410"": 3, ""1401"": 2, ""1019"": 2, ""718"": 2, ""773"": 2, ""1929"": 1, ""3628"": 1, ""1285"": 1, ""3958"": 1, ""1941"": 1, ""984"": 1}"	"{""1914"": 9, ""813"": 8, ""1019"": 6, ""1410"": 4, ""1401"": 3, ""773"": 3, ""984"": 3, ""1559"": 2, ""718"": 2, ""2623"": 1, ""4011"": 1, ""2527"": 1, ""1725"": 1, ""1929"": 1, ""3628"": 1, ""1285"": 1, ""643"": 1, ""1599"": 1, ""89"": 1, ""759"": 1, ""3958"": 1, ""1941"": 1, ""1409"": 1, ""210"": 1}"
880	REPEAT	repetir	"{""1444"": 5, ""1280"": 2, ""882"": 2, ""905"": 1, ""1789"": 1, ""813"": 1, ""117"": 1, ""1350"": 1, ""1231"": 1, ""204"": 1, ""197"": 1, ""1599"": 1, ""1355"": 1, ""884"": 1, ""175"": 1}"	"{""1444"": 8, ""204"": 3, ""905"": 2, ""1280"": 2, ""882"": 2, ""1599"": 2, ""1789"": 1, ""1096"": 1, ""1747"": 1, ""1498"": 1, ""82"": 1, ""1608"": 1, ""1623"": 1, ""813"": 1, ""2060"": 1, ""117"": 1, ""2467"": 1, ""1292"": 1, ""601"": 1, ""1350"": 1, ""1231"": 1, ""197"": 1, ""1355"": 1, ""884"": 1, ""175"": 1, ""1363"": 1}"
761	COVER	cubrir	"{""806"": 2, ""2900"": 2, ""855"": 1, ""695"": 1, ""2990"": 1, ""705"": 1}"	"{""602"": 8, ""2900"": 7, ""806"": 6, ""253"": 4, ""1287"": 3, ""1046"": 2, ""601"": 2, ""603"": 1, ""855"": 1, ""1897"": 1, ""1519"": 1, ""1330"": 1, ""1585"": 1, ""695"": 1, ""3122"": 1, ""3654"": 1, ""2990"": 1, ""1107"": 1, ""1079"": 1, ""705"": 1, ""98"": 1}"
3314	LYNX	lince	"{""619"": 19, ""1208"": 7, ""1248"": 3, ""1631"": 3, ""1250"": 3, ""1936"": 1, ""615"": 1, ""1380"": 1, ""1071"": 1, ""1386"": 1}"	"{""619"": 25, ""1208"": 10, ""1631"": 1, ""1248"": 4, ""1250"": 3, ""420"": 1, ""1936"": 1, ""1396"": 1, ""615"": 1, ""3675"": 1, ""1380"": 1, ""1071"": 1, ""1361"": 1, ""1386"": 1, ""1592"": 1, ""3099"": 1}"
4023	VIOLIN	violín	"{""642"": 27, ""2879"": 2, ""1396"": 1, ""994"": 1, ""2597"": 1, ""2941"": 1, ""1142"": 1, ""1072"": 1}"	"{""642"": 40, ""2879"": 3, ""1396"": 2, ""2597"": 2, ""1803"": 2, ""1142"": 2, ""1338"": 2, ""960"": 2, ""1383"": 1, ""905"": 1, ""2524"": 1, ""1229"": 1, ""994"": 1, ""1105"": 1, ""1218"": 1, ""584"": 1, ""717"": 1, ""2941"": 1, ""1548"": 1, ""3090"": 1, ""1427"": 1, ""1161"": 1, ""1554"": 1, ""962"": 1, ""1072"": 1, ""1038"": 1, ""2534"": 1, ""1702"": 1, ""1856"": 1, ""1892"": 1, ""953"": 1}"
1396	SHARP	filoso	"{""1352"": 24, ""1396"": 3, ""372"": 3, ""1820"": 1, ""1631"": 1}"	"{""1352"": 32, ""1396"": 7, ""1820"": 3, ""372"": 3, ""1432"": 1, ""628"": 2, ""251"": 1, ""951"": 1, ""3709"": 1, ""634"": 1, ""256"": 1, ""677"": 1, ""1109"": 1, ""1205"": 1, ""1234"": 1, ""2244"": 1, ""648"": 1, ""1810"": 1, ""480"": 1, ""2992"": 1, ""1631"": 1, ""946"": 1, ""1302"": 1, ""604"": 1}"
3687	DESERT	desierto	"{""671"": 25, ""848"": 5, ""1398"": 4, ""1624"": 3, ""1343"": 2, ""948"": 1, ""1287"": 1, ""652"": 1}"	"{""671"": 41, ""848"": 14, ""1398"": 9, ""1343"": 7, ""1624"": 5, ""948"": 4, ""2595"": 2, ""1871"": 2, ""910"": 2, ""3460"": 2, ""1424"": 1, ""1335"": 1, ""1286"": 1, ""1538"": 1, ""1287"": 1, ""1202"": 1, ""652"": 1, ""2627"": 1, ""730"": 1, ""1388"": 1, ""960"": 1}"
915	SINK (BASIN)	lavabo	"{""948"": 4, ""1895"": 2, ""1548"": 1, ""788"": 1, ""704"": 1}"	"{""948"": 12, ""788"": 12, ""704"": 4, ""1895"": 3, ""1560"": 2, ""138"": 1, ""740"": 1, ""1335"": 1, ""1365"": 1, ""1559"": 1, ""3128"": 1, ""1548"": 1, ""1453"": 1, ""2235"": 1}"
1435	HUNT	cazar	"{""1417"": 11, ""1170"": 9, ""619"": 5, ""951"": 3, ""1936"": 2, ""855"": 1, ""845"": 1, ""1336"": 1, ""256"": 1, ""1190"": 1, ""522"": 1, ""937"": 1, ""216"": 1, ""1047"": 1, ""946"": 1}"	"{""1417"": 15, ""1170"": 12, ""619"": 6, ""951"": 1, ""910"": 5, ""1053"": 4, ""845"": 3, ""1336"": 2, ""1519"": 2, ""977"": 2, ""946"": 2, ""1936"": 2, ""855"": 1, ""722"": 1, ""1114"": 1, ""640"": 1, ""420"": 1, ""1261"": 1, ""1252"": 1, ""256"": 1, ""1352"": 1, ""2411"": 1, ""1190"": 1, ""522"": 1, ""1403"": 1, ""1625"": 1, ""937"": 1, ""1360"": 1, ""216"": 1, ""3681"": 1, ""1047"": 1, ""1318"": 1, ""1493"": 1}"
1522	SOCK	calcetín	"{""1301"": 3, ""603"": 1, ""2009"": 1}"	"{""1301"": 14, ""603"": 6, ""1287"": 4, ""1381"": 4, ""1471"": 3, ""1850"": 2, ""1443"": 2, ""2124"": 2, ""1335"": 1, ""964"": 1, ""2627"": 1, ""1304"": 1, ""1246"": 1, ""2009"": 1, ""1895"": 1}"
986	TOMATO	tomate	"{""1507"": 3, ""156"": 16, ""132"": 5, ""712"": 4, ""256"": 1, ""3729"": 1, ""653"": 1, ""1395"": 1, ""986"": 1, ""1425"": 1}"	"{""156"": 34, ""1507"": 5, ""132"": 12, ""712"": 8, ""1395"": 4, ""3729"": 3, ""653"": 2, ""1906"": 1, ""3545"": 1, ""2366"": 1, ""1613"": 1, ""1336"": 1, ""256"": 1, ""717"": 1, ""744"": 1, ""1499"": 1, ""763"": 1, ""1569"": 1, ""714"": 1, ""986"": 1, ""1425"": 1}"
1396	SHARP	agudo	"{""2879"": 7, ""1783"": 4, ""1599"": 2, ""1363"": 2, ""1396"": 1, ""1382"": 1, ""589"": 1}"	"{""1783"": 14, ""2879"": 9, ""1382"": 3, ""589"": 2, ""1400"": 2, ""1599"": 2, ""1182"": 2, ""1363"": 2, ""1396"": 1, ""711"": 1, ""1246"": 1, ""785"": 1, ""1244"": 1, ""642"": 1, ""1888"": 1, ""2534"": 1, ""2992"": 1, ""699"": 1}"
3118	IRON (CLOTHES)	planchar	"{""1895"": 24, ""621"": 7, ""1227"": 4, ""905"": 2, ""1453"": 2, ""1496"": 1, ""215"": 1, ""2294"": 1, ""1622"": 1, ""214"": 1, ""1234"": 1, ""1474"": 1, ""1040"": 1}"	"{""1895"": 35, ""621"": 13, ""1227"": 8, ""1234"": 7, ""1286"": 5, ""1622"": 3, ""1216"": 3, ""905"": 2, ""214"": 2, ""1453"": 2, ""1775"": 2, ""1040"": 2, ""1496"": 1, ""215"": 1, ""1229"": 1, ""2294"": 1, ""2894"": 1, ""1341"": 1, ""168"": 1, ""1585"": 1, ""59"": 1, ""1474"": 1, ""645"": 1, ""809"": 1, ""570"": 1, ""1633"": 1, ""141"": 1, ""1977"": 1, ""1616"": 1, ""984"": 1, ""474"": 1}"
1124	PIPE	tubo	"{""1203"": 3, ""630"": 3, ""948"": 2, ""1335"": 2, ""2244"": 2, ""785"": 1, ""594"": 1, ""773"": 1, ""984"": 1, ""1124"": 1}"	"{""630"": 10, ""948"": 8, ""1203"": 6, ""1335"": 3, ""1472"": 3, ""2244"": 3, ""773"": 3, ""951"": 2, ""1252"": 1, ""1246"": 1, ""59"": 1, ""1600"": 1, ""742"": 1, ""1691"": 1, ""785"": 1, ""1153"": 1, ""706"": 1, ""594"": 1, ""1395"": 1, ""984"": 1, ""1124"": 1, ""1624"": 1}"
1335	WHITE	blanco	"{""163"": 21, ""1613"": 14, ""1147"": 5, ""989"": 4, ""837"": 2, ""1338"": 2, ""2623"": 1, ""977"": 1, ""704"": 1, ""630"": 1, ""784"": 1, ""1489"": 1, ""648"": 1, ""933"": 1, ""1395"": 1}"	"{""163"": 25, ""1613"": 19, ""1147"": 12, ""989"": 11, ""784"": 6, ""704"": 5, ""630"": 5, ""1338"": 5, ""635"": 3, ""1895"": 3, ""926"": 2, ""837"": 2, ""1732"": 2, ""648"": 2, ""933"": 2, ""156"": 2, ""1424"": 1, ""862"": 1, ""2623"": 1, ""491"": 1, ""2046"": 1, ""1380"": 1, ""977"": 1, ""1594"": 1, ""616"": 1, ""778"": 1, ""597"": 1, ""1562"": 1, ""1266"": 1, ""1489"": 1, ""1820"": 1, ""131"": 1, ""1158"": 1, ""1040"": 1, ""763"": 1, ""647"": 1, ""3084"": 1, ""1395"": 1, ""1624"": 1}"
638	MOTORCYCLE	moto	"{""2549"": 10, ""1680"": 6, ""710"": 5, ""638"": 3, ""1182"": 3, ""747"": 2, ""1362"": 1, ""3208"": 1, ""110"": 1, ""910"": 1, ""1810"": 1}"	"{""1680"": 16, ""2549"": 15, ""1810"": 8, ""710"": 7, ""1362"": 4, ""638"": 4, ""1182"": 4, ""747"": 2, ""3208"": 2, ""110"": 2, ""960"": 2, ""1070"": 1, ""1646"": 1, ""741"": 1, ""1498"": 1, ""1361"": 1, ""1554"": 1, ""616"": 1, ""778"": 1, ""1899"": 1, ""1216"": 1, ""910"": 1, ""1631"": 1}"
1584	BLISTER	ampolla	"{""1783"": 8, ""948"": 7, ""239"": 2, ""605"": 2, ""1109"": 2, ""1301"": 2, ""1372"": 2, ""604"": 2, ""1381"": 2, ""2366"": 1, ""1303"": 1, ""221"": 1, ""3653"": 1, ""1040"": 1, ""1808"": 1, ""655"": 1}"	"{""1783"": 14, ""948"": 11, ""1301"": 6, ""605"": 3, ""1109"": 1, ""763"": 3, ""1372"": 3, ""1443"": 2, ""1303"": 2, ""239"": 2, ""221"": 2, ""3653"": 2, ""1808"": 2, ""604"": 2, ""1381"": 2, ""1321"": 1, ""2617"": 1, ""1286"": 1, ""2366"": 1, ""1986"": 1, ""1104"": 1, ""1903"": 1, ""616"": 1, ""1040"": 1, ""1537"": 1, ""1343"": 1, ""655"": 1}"
3084	BLACKBOARD	pizarra	"{""1672"": 3, ""163"": 1, ""1425"": 1}"	"{""1672"": 7, ""504"": 3, ""163"": 3, ""1425"": 3, ""1335"": 2, ""673"": 2, ""753"": 1, ""2001"": 1, ""709"": 1, ""1929"": 1, ""1626"": 1, ""1006"": 1, ""2578"": 1, ""933"": 1, ""857"": 1, ""662"": 1, ""1038"": 1, ""1227"": 1, ""769"": 1, ""1209"": 1}"
1014	OR	o	"{""1294"": 12, ""1577"": 7, ""1356"": 3, ""1820"": 3, ""2941"": 1, ""1216"": 1, ""1240"": 1, ""1014"": 1, ""978"": 1, ""227"": 1, ""1236"": 1, ""946"": 1, ""1359"": 1}"	"{""1294"": 13, ""1577"": 10, ""1356"": 5, ""1014"": 4, ""1820"": 4, ""1467"": 2, ""1240"": 2, ""1624"": 2, ""2941"": 1, ""1554"": 1, ""1216"": 1, ""642"": 1, ""1248"": 1, ""978"": 1, ""1586"": 1, ""706"": 1, ""197"": 1, ""227"": 1, ""1236"": 1, ""1395"": 1, ""946"": 1, ""1359"": 1, ""604"": 1}"
509	CERTAIN	seguro	"{""1596"": 2, ""597"": 2, ""1072"": 2, ""210"": 2, ""2058"": 1, ""1035"": 1, ""1252"": 1, ""989"": 1, ""2955"": 1, ""1217"": 1, ""759"": 1, ""1410"": 1, ""1055"": 1, ""2549"": 1}"	"{""1072"": 6, ""210"": 6, ""1596"": 5, ""1252"": 5, ""989"": 3, ""2058"": 2, ""589"": 2, ""1472"": 2, ""597"": 2, ""759"": 2, ""1035"": 1, ""1465"": 1, ""1046"": 1, ""2955"": 1, ""194"": 1, ""1495"": 1, ""1160"": 1, ""178"": 1, ""781"": 1, ""3830"": 1, ""1217"": 1, ""2009"": 1, ""972"": 1, ""1567"": 1, ""610"": 1, ""1410"": 1, ""1055"": 1, ""2549"": 1, ""1638"": 1}"
