CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	R1	R123
3107	WHISTLE (INSTRUMENT)	fluitje	"{""1025"": 2, ""176"": 1, ""1425"": 1}"	"{""606"": 1, ""176"": 4, ""163"": 1, ""1246"": 2, ""1025"": 6, ""3124"": 1, ""1803"": 1, ""1396"": 2, ""2009"": 2, ""900"": 2, ""674"": 1, ""156"": 1, ""377"": 3, ""1639"": 1, ""1425"": 1, ""604"": 1, ""26"": 1, ""1390"": 1, ""937"": 1, ""2099"": 1, ""686"": 1}"
1299	COFFEE	koffie	"{""163"": 31, ""1373"": 9, ""1339"": 8, ""2409"": 4, ""1230"": 2, ""635"": 2, ""1232"": 2}"	"{""163"": 41, ""1232"": 21, ""1373"": 10, ""1339"": 11, ""635"": 30, ""2409"": 7, ""1230"": 4, ""1401"": 1, ""1378"": 1, ""785"": 4, ""1292"": 2, ""825"": 3, ""2253"": 1, ""887"": 2, ""1405"": 1}"
231	SHAVE	scheren	"{""1554"": 11, ""356"": 1, ""151"": 2, ""1352"": 2, ""946"": 1, ""3094"": 1, ""3702"": 2, ""1602"": 1, ""1040"": 6, ""1726"": 1, ""1339"": 3, ""1125"": 1, ""1129"": 1, ""788"": 1, ""1441"": 1, ""1297"": 1}"	"{""946"": 6, ""1554"": 23, ""356"": 1, ""1475"": 1, ""788"": 6, ""151"": 10, ""1352"": 9, ""1171"": 4, ""1040"": 15, ""1125"": 3, ""3702"": 7, ""3094"": 3, ""1602"": 1, ""1453"": 1, ""1297"": 3, ""1510"": 2, ""1560"": 2, ""1856"": 1, ""1821"": 1, ""1726"": 1, ""1339"": 3, ""1331"": 1, ""704"": 1, ""590"": 1, ""1757"": 1, ""1129"": 2, ""1441"": 1}"
1406	FAR	ver	"{""1942"": 3, ""418"": 4, ""667"": 14, ""1243"": 4, ""584"": 1, ""1474"": 1, ""1645"": 1, ""937"": 1}"	"{""667"": 24, ""1942"": 9, ""418"": 14, ""136"": 1, ""1474"": 2, ""639"": 1, ""784"": 1, ""741"": 1, ""505"": 1, ""1111"": 3, ""1243"": 6, ""584"": 1, ""1313"": 1, ""1645"": 2, ""1829"": 1, ""2427"": 1, ""1263"": 1, ""1819"": 1, ""1920"": 1, ""1597"": 1, ""1427"": 1, ""937"": 1, ""1441"": 1}"
1215	THOU	jij	"{""1209"": 49, ""683"": 3, ""1554"": 1, ""1262"": 1, ""2470"": 2, ""1232"": 1, ""1847"": 1}"	"{""1209"": 57, ""683"": 7, ""1495"": 1, ""1035"": 1, ""1554"": 3, ""1864"": 1, ""732"": 4, ""1207"": 1, ""194"": 1, ""1235"": 1, ""1263"": 1, ""923"": 1, ""1215"": 1, ""1262"": 1, ""2470"": 2, ""1232"": 1, ""1560"": 1, ""1847"": 1, ""962"": 1, ""100"": 2, ""1498"": 1}"
1948	SAW	zaag	"{""946"": 1, ""1803"": 20, ""906"": 10, ""1481"": 8, ""1216"": 3, ""962"": 3, ""1948"": 1, ""1038"": 1, ""1209"": 1}"	"{""1803"": 48, ""1396"": 6, ""377"": 1, ""906"": 26, ""946"": 1, ""1627"": 2, ""1948"": 4, ""1625"": 1, ""1481"": 10, ""789"": 1, ""1217"": 1, ""1496"": 1, ""1216"": 5, ""3106"": 1, ""962"": 5, ""1272"": 1, ""1352"": 1, ""2009"": 1, ""1129"": 2, ""1038"": 1, ""221"": 1, ""3328"": 1, ""1136"": 1, ""1209"": 1, ""1030"": 1, ""1554"": 1, ""905"": 1}"
379	BLUNT	stomp	"{""1297"": 2, ""1394"": 17, ""1395"": 3, ""1673"": 3, ""1396"": 6, ""34"": 1, ""639"": 1, ""1352"": 3, ""1262"": 1, ""2578"": 2, ""906"": 1}"	"{""1394"": 30, ""1297"": 4, ""1673"": 6, ""1352"": 11, ""1395"": 4, ""1251"": 1, ""1396"": 8, ""1518"": 1, ""3306"": 1, ""906"": 2, ""34"": 1, ""2578"": 5, ""639"": 1, ""819"": 3, ""3085"": 1, ""1210"": 1, ""3762"": 1, ""1404"": 2, ""588"": 1, ""1923"": 1, ""677"": 2, ""1262"": 1, ""1775"": 1, ""857"": 1, ""1845"": 1, ""2303"": 1, ""1645"": 1, ""1633"": 1, ""1290"": 1, ""1301"": 1, ""1273"": 1}"
1628	SQUIRREL	eekhoorn	"{""619"": 10, ""906"": 12, ""2409"": 8, ""1220"": 6, ""641"": 1, ""1829"": 1, ""1246"": 4, ""1625"": 1, ""2470"": 4, ""367"": 1, ""1368"": 2, ""156"": 1, ""1471"": 1}"	"{""619"": 12, ""1287"": 1, ""1220"": 13, ""906"": 28, ""1548"": 1, ""2409"": 27, ""641"": 2, ""1829"": 1, ""1368"": 3, ""1246"": 6, ""163"": 2, ""1625"": 1, ""1111"": 1, ""1631"": 3, ""1471"": 3, ""2470"": 7, ""367"": 1, ""606"": 1, ""1230"": 1, ""1547"": 1, ""963"": 2, ""156"": 1, ""1856"": 1}"
1820	BEAR	beer	"{""619"": 9, ""1202"": 2, ""2409"": 19, ""216"": 1, ""1289"": 1, ""785"": 3, ""2470"": 3, ""1856"": 4, ""2099"": 1, ""1639"": 1, ""1663"": 1}"	"{""2409"": 41, ""619"": 11, ""1202"": 14, ""1335"": 1, ""1625"": 1, ""227"": 3, ""928"": 2, ""1856"": 11, ""216"": 2, ""1289"": 2, ""1350"": 1, ""2470"": 8, ""785"": 7, ""1554"": 2, ""1673"": 1, ""1663"": 2, ""1419"": 1, ""2099"": 4, ""153"": 1, ""1639"": 1, ""906"": 1, ""1244"": 1}"
908	DRUM	trommel	"{""1295"": 4, ""671"": 1, ""1395"": 3, ""230"": 1, ""2099"": 1, ""377"": 1, ""3306"": 1}"	"{""1295"": 11, ""2009"": 1, ""1884"": 1, ""671"": 1, ""1395"": 3, ""777"": 1, ""3090"": 1, ""1368"": 1, ""2099"": 2, ""771"": 1, ""1246"": 1, ""3306"": 2, ""2396"": 1, ""230"": 1, ""156"": 1, ""1262"": 1, ""377"": 1, ""1210"": 1}"
1245	BUTTER	boter	"{""1368"": 14, ""635"": 9, ""323"": 9, ""1007"": 1, ""4008"": 9, ""1856"": 4, ""1230"": 2, ""991"": 3, ""1424"": 4, ""1352"": 2, ""2449"": 3, ""227"": 4, ""1256"": 1, ""1962"": 1}"	"{""1569"": 3, ""1368"": 22, ""1856"": 7, ""635"": 20, ""1424"": 14, ""1007"": 6, ""1274"": 2, ""323"": 26, ""1234"": 1, ""1484"": 5, ""1242"": 1, ""4008"": 23, ""991"": 18, ""1292"": 2, ""1232"": 1, ""1230"": 3, ""2449"": 9, ""1352"": 3, ""227"": 5, ""1906"": 1, ""1426"": 1, ""1336"": 3, ""1962"": 2, ""503"": 1, ""1256"": 1, ""1244"": 1}"
2235	CLEAN (SOMETHING)	lappen	"{""806"": 6, ""1457"": 2, ""3122"": 1, ""734"": 1, ""2902"": 1, ""332"": 1, ""718"": 1, ""948"": 1}"	"{""3306"": 7, ""806"": 10, ""1044"": 1, ""1457"": 5, ""585"": 1, ""809"": 1, ""1230"": 1, ""734"": 2, ""629"": 1, ""3122"": 1, ""1821"": 1, ""1613"": 1, ""1895"": 1, ""1401"": 1, ""1198"": 1, ""1280"": 2, ""230"": 1, ""588"": 1, ""1659"": 3, ""789"": 2, ""2902"": 1, ""332"": 2, ""1730"": 1, ""3707"": 1, ""3110"": 1, ""718"": 1, ""3120"": 1, ""1548"": 1, ""948"": 1, ""788"": 1}"
1821	BRUSH	borstel	"{""230"": 14, ""1040"": 30, ""1475"": 4, ""2070"": 1, ""1884"": 1, ""2579"": 1, ""647"": 2, ""2409"": 1, ""3122"": 1, ""1895"": 1}"	"{""1040"": 51, ""230"": 26, ""2579"": 2, ""704"": 6, ""245"": 2, ""647"": 7, ""1475"": 11, ""156"": 1, ""2070"": 6, ""2099"": 1, ""2009"": 2, ""1884"": 4, ""1518"": 1, ""667"": 1, ""1198"": 1, ""3122"": 5, ""905"": 1, ""292"": 1, ""1856"": 4, ""962"": 2, ""1208"": 1, ""2409"": 2, ""1220"": 1, ""3135"": 1, ""1726"": 1, ""1895"": 1}"
1210	HEAVY	zwaar	"{""630"": 9, ""1244"": 18, ""857"": 4, ""673"": 1, ""1202"": 1, ""1290"": 1, ""584"": 2, ""504"": 1, ""1251"": 1, ""3"": 1, ""3106"": 1}"	"{""630"": 21, ""1597"": 1, ""1252"": 1, ""1290"": 7, ""2783"": 4, ""1244"": 26, ""323"": 5, ""857"": 5, ""1884"": 2, ""673"": 1, ""2458"": 1, ""584"": 8, ""1202"": 2, ""1757"": 2, ""1201"": 1, ""1098"": 1, ""1102"": 1, ""1006"": 1, ""1554"": 1, ""2548"": 1, ""1452"": 1, ""504"": 2, ""1443"": 1, ""1198"": 1, ""1251"": 1, ""3106"": 3, ""3"": 1, ""906"": 1, ""706"": 1, ""163"": 1, ""1847"": 1, ""1481"": 1, ""700"": 2, ""963"": 1, ""3761"": 1}"
193	SHALLOW	ondiep	"{""624"": 2, ""3762"": 3, ""948"": 46, ""721"": 9, ""1593"": 1, ""1398"": 1, ""1474"": 4, ""1904"": 1, ""666"": 1}"	"{""624"": 4, ""948"": 68, ""3762"": 8, ""809"": 1, ""1474"": 16, ""666"": 6, ""721"": 11, ""1829"": 1, ""1593"": 4, ""1242"": 5, ""1439"": 9, ""1726"": 2, ""1398"": 1, ""258"": 1, ""1280"": 2, ""1904"": 2, ""227"": 1, ""1633"": 1, ""153"": 1, ""2099"": 1, ""1246"": 1}"
1510	CHIN	kin	"{""1256"": 8, ""1396"": 3, ""1560"": 25, ""372"": 1, ""1554"": 1, ""231"": 1, ""1221"": 3, ""674"": 4, ""1040"": 1, ""850"": 1, ""1280"": 1}"	"{""1256"": 10, ""1396"": 7, ""297"": 1, ""1560"": 36, ""231"": 6, ""2396"": 1, ""2099"": 2, ""674"": 12, ""588"": 1, ""1246"": 1, ""372"": 4, ""1280"": 3, ""1221"": 5, ""3108"": 2, ""1803"": 1, ""1040"": 2, ""1554"": 1, ""194"": 3, ""1297"": 1, ""1228"": 1, ""1394"": 1, ""3634"": 1, ""850"": 1, ""1395"": 1}"
153	GREY	grauw	"{""153"": 48, ""1552"": 2, ""1625"": 2, ""706"": 7, ""249"": 1, ""1471"": 1, ""1335"": 1, ""163"": 1, ""1847"": 2, ""3759"": 1, ""1230"": 1, ""837"": 1, ""1292"": 2, ""1548"": 1}"	"{""153"": 57, ""706"": 24, ""1552"": 9, ""1625"": 5, ""1847"": 6, ""3085"": 1, ""1560"": 2, ""249"": 6, ""1471"": 3, ""1287"": 2, ""3759"": 2, ""1613"": 2, ""1335"": 1, ""946"": 1, ""658"": 4, ""163"": 1, ""1673"": 1, ""1230"": 4, ""3707"": 1, ""1491"": 1, ""837"": 3, ""26"": 1, ""145"": 1, ""1548"": 2, ""1292"": 2, ""699"": 1, ""1229"": 2, ""1339"": 1, ""937"": 1}"
962	WOMAN	vrouw	"{""1427"": 13, ""1554"": 29, ""2470"": 2, ""2099"": 1, ""1216"": 6, ""1207"": 2, ""1646"": 3, ""1289"": 1, ""1209"": 1, ""1726"": 1, ""584"": 1, ""3473"": 1, ""474"": 1, ""1040"": 2, ""1233"": 1, ""1251"": 1, ""1856"": 1}"	"{""1427"": 25, ""1646"": 8, ""1554"": 37, ""1216"": 17, ""2470"": 4, ""2099"": 14, ""1856"": 3, ""203"": 2, ""1289"": 2, ""1207"": 3, ""2452"": 1, ""1209"": 3, ""1040"": 5, ""1355"": 1, ""1726"": 1, ""584"": 1, ""1895"": 3, ""1123"": 1, ""3473"": 1, ""163"": 1, ""474"": 1, ""1592"": 1, ""590"": 2, ""2905"": 1, ""785"": 1, ""1251"": 3, ""1233"": 1, ""1395"": 1, ""1232"": 1, ""1252"": 1, ""100"": 2, ""1954"": 1}"
677	AXE	bijl	"{""1396"": 8, ""1803"": 26, ""1625"": 1, ""1481"": 2, ""946"": 2, ""1352"": 2, ""906"": 7}"	"{""1803"": 47, ""1396"": 17, ""251"": 1, ""1625"": 3, ""906"": 21, ""1481"": 3, ""2506"": 1, ""1948"": 1, ""221"": 2, ""946"": 11, ""1210"": 2, ""153"": 1, ""2396"": 1, ""1352"": 2, ""2902"": 1, ""1217"": 2, ""216"": 2, ""1471"": 1, ""522"": 1, ""156"": 1}"
292	RUG	tapijt	"{""964"": 4, ""1856"": 7, ""1548"": 1, ""1232"": 6, ""1441"": 1, ""3135"": 3, ""1427"": 1, ""1230"": 1, ""1613"": 1, ""2151"": 1, ""156"": 2, ""2452"": 1, ""806"": 1}"	"{""1775"": 2, ""964"": 9, ""1232"": 15, ""156"": 6, ""1856"": 26, ""3135"": 10, ""1548"": 4, ""1202"": 1, ""1427"": 3, ""1229"": 1, ""1441"": 2, ""3130"": 1, ""1230"": 1, ""1040"": 1, ""1613"": 1, ""2151"": 1, ""1496"": 2, ""2452"": 1, ""3446"": 1, ""806"": 1, ""1585"": 1}"
3625	HEADACHE	hoofdpijn	"{""1129"": 2, ""1847"": 9, ""1757"": 2, ""2396"": 1, ""1256"": 2, ""1728"": 1}"	"{""1847"": 18, ""1663"": 3, ""1129"": 2, ""962"": 2, ""630"": 1, ""1339"": 1, ""706"": 4, ""1757"": 6, ""1210"": 2, ""1585"": 12, ""584"": 1, ""1898"": 1, ""948"": 2, ""2396"": 3, ""1524"": 1, ""571"": 1, ""1864"": 2, ""244"": 1, ""699"": 1, ""1463"": 1, ""1256"": 4, ""1728"": 1, ""819"": 1, ""1401"": 1, ""1311"": 1, ""1567"": 1}"
2427	FUTURE	toekomst	"{""1229"": 1, ""2099"": 1, ""203"": 2, ""1427"": 3, ""1228"": 1, ""1406"": 3, ""1231"": 1, ""1226"": 1, ""1409"": 1, ""216"": 1, ""2340"": 1, ""1920"": 1, ""1552"": 1, ""1252"": 1, ""1035"": 1}"	"{""1229"": 3, ""1292"": 1, ""2099"": 1, ""837"": 1, ""1819"": 1, ""203"": 5, ""1625"": 3, ""1427"": 4, ""1228"": 1, ""1406"": 3, ""584"": 1, ""1495"": 3, ""1252"": 4, ""1441"": 1, ""1231"": 1, ""1226"": 1, ""1552"": 2, ""1335"": 1, ""1409"": 1, ""1355"": 1, ""194"": 1, ""1268"": 1, ""216"": 1, ""2340"": 1, ""1920"": 2, ""3235"": 1, ""1847"": 1, ""1035"": 1, ""1236"": 1}"
587	ANT	mier	"{""1246"": 27, ""606"": 3, ""163"": 5, ""1228"": 1, ""156"": 2, ""619"": 3, ""671"": 2, ""539"": 4, ""216"": 1, ""1518"": 1, ""1342"": 2, ""785"": 1, ""1403"": 1}"	"{""1246"": 46, ""1230"": 2, ""614"": 1, ""1198"": 11, ""606"": 6, ""163"": 13, ""539"": 8, ""2409"": 4, ""671"": 4, ""1228"": 2, ""156"": 13, ""717"": 1, ""194"": 1, ""619"": 6, ""1631"": 2, ""1376"": 1, ""1625"": 1, ""96"": 1, ""1202"": 1, ""216"": 1, ""1336"": 2, ""1518"": 1, ""1342"": 4, ""785"": 3, ""1310"": 1, ""1403"": 1}"
741	DRIVE	autorijden	"{""1631"": 4, ""1757"": 1, ""1424"": 1, ""1824"": 1, ""1111"": 6, ""504"": 2, ""2344"": 1, ""667"": 1, ""1426"": 2, ""1495"": 1, ""905"": 1}"	"{""1631"": 7, ""2344"": 6, ""667"": 5, ""1757"": 1, ""1424"": 1, ""905"": 2, ""1111"": 9, ""1824"": 2, ""2316"": 2, ""1030"": 1, ""1426"": 4, ""1019"": 1, ""504"": 2, ""584"": 1, ""2758"": 2, ""1819"": 1, ""673"": 1, ""1495"": 1, ""1290"": 1, ""710"": 1}"
1243	WIDE	wijd	"{""1406"": 13, ""2531"": 37, ""3235"": 5, ""1474"": 1, ""1244"": 1, ""1202"": 6, ""809"": 5}"	"{""2531"": 56, ""1406"": 25, ""3235"": 13, ""1920"": 1, ""809"": 13, ""630"": 2, ""1375"": 1, ""1202"": 15, ""1474"": 6, ""1007"": 1, ""1244"": 4, ""418"": 1, ""1198"": 1, ""4035"": 1, ""1425"": 1, ""1267"": 1, ""666"": 1}"
1407	BREATHE	ademen	"{""674"": 1, ""1221"": 2, ""176"": 1}"	"{""249"": 1, ""1193"": 1, ""674"": 6, ""1221"": 7, ""1593"": 1, ""837"": 1, ""1625"": 1, ""1030"": 2, ""948"": 1, ""176"": 1, ""1285"": 1, ""1147"": 1, ""1251"": 1}"
1548	UGLY	lelijk	"{""1230"": 8, ""1427"": 27, ""789"": 3, ""1233"": 1, ""1560"": 1, ""1229"": 2, ""1244"": 5, ""1898"": 1, ""699"": 1, ""1518"": 2, ""1360"": 1, ""156"": 1, ""3446"": 1, ""2009"": 1, ""297"": 1}"	"{""1230"": 22, ""667"": 1, ""26"": 2, ""1427"": 32, ""1337"": 1, ""3089"": 1, ""1252"": 1, ""1229"": 6, ""1244"": 12, ""789"": 3, ""1233"": 1, ""1560"": 2, ""1040"": 2, ""948"": 1, ""1722"": 1, ""2452"": 1, ""153"": 1, ""1518"": 5, ""1292"": 1, ""1390"": 2, ""962"": 2, ""163"": 4, ""1898"": 3, ""1899"": 1, ""699"": 1, ""706"": 1, ""1895"": 1, ""156"": 2, ""1360"": 2, ""3446"": 1, ""3251"": 1, ""2449"": 1, ""323"": 1, ""588"": 1, ""1857"": 1, ""1221"": 1, ""1646"": 1, ""2009"": 1, ""297"": 1, ""677"": 1}"
123	FOREHEAD	voorhoofd	"{""1040"": 5, ""1256"": 5, ""1560"": 11, ""1265"": 6, ""1248"": 1, ""1202"": 1, ""1232"": 1, ""3625"": 1, ""763"": 1, ""1633"": 2, ""1277"": 1, ""1415"": 1, ""1221"": 1, ""2449"": 1, ""2458"": 1}"	"{""1633"": 3, ""1395"": 1, ""1265"": 18, ""3625"": 13, ""1560"": 16, ""1040"": 13, ""1310"": 1, ""1256"": 8, ""1202"": 6, ""1125"": 8, ""1248"": 1, ""1221"": 3, ""1510"": 1, ""1232"": 1, ""1287"": 1, ""763"": 3, ""2303"": 1, ""1277"": 1, ""418"": 1, ""2409"": 2, ""1415"": 1, ""2458"": 2, ""3446"": 1, ""1410"": 1, ""1548"": 1, ""721"": 1, ""2449"": 1}"
2409	BROWN	bruin	"{""1343"": 15, ""906"": 3, ""1040"": 8, ""640"": 1, ""629"": 1, ""1613"": 12, ""1342"": 1, ""2318"": 1, ""1230"": 2, ""3131"": 3, ""1368"": 3, ""3707"": 1, ""1136"": 1, ""1424"": 1, ""156"": 1, ""1820"": 4, ""1299"": 1, ""1381"": 1, ""1639"": 1, ""163"": 1}"	"{""1343"": 20, ""1820"": 10, ""1040"": 14, ""1228"": 6, ""629"": 2, ""640"": 6, ""1368"": 6, ""1613"": 27, ""906"": 8, ""1425"": 2, ""706"": 6, ""163"": 3, ""665"": 1, ""2009"": 3, ""1342"": 3, ""1230"": 5, ""1803"": 3, ""2318"": 3, ""671"": 2, ""1136"": 2, ""763"": 1, ""1427"": 3, ""3707"": 2, ""3131"": 4, ""1471"": 2, ""1476"": 1, ""1474"": 1, ""3106"": 1, ""1548"": 1, ""1232"": 1, ""1424"": 1, ""905"": 1, ""156"": 2, ""539"": 1, ""1299"": 1, ""1381"": 2, ""1639"": 2, ""1198"": 1}"
590	NAKED	naakt	"{""1895"": 4, ""1287"": 2, ""962"": 4, ""1427"": 6, ""789"": 1, ""1147"": 1, ""687"": 1}"	"{""1895"": 5, ""1439"": 3, ""763"": 3, ""3235"": 4, ""1287"": 14, ""1427"": 16, ""962"": 10, ""2005"": 1, ""3304"": 5, ""1147"": 8, ""634"": 3, ""1554"": 2, ""1207"": 1, ""1856"": 1, ""3128"": 1, ""1819"": 1, ""789"": 1, ""606"": 1, ""687"": 2, ""3231"": 1, ""2316"": 2, ""1585"": 1, ""1040"": 1, ""1592"": 1, ""2805"": 1}"
1722	EIGHTY	tachtig	"{""505"": 1, ""1229"": 36, ""1226"": 6, ""1356"": 11, ""1724"": 5, ""1471"": 1, ""1198"": 2, ""1721"": 1, ""1496"": 2, ""1098"": 1, ""1634"": 1}"	"{""505"": 1, ""1229"": 60, ""1356"": 23, ""1427"": 2, ""1226"": 8, ""1724"": 5, ""1634"": 3, ""153"": 4, ""1471"": 1, ""1198"": 6, ""1721"": 1, ""1496"": 9, ""3328"": 1, ""1847"": 2, ""1030"": 1, ""1705"": 1, ""1294"": 1, ""1098"": 1, ""1383"": 4, ""698"": 2, ""789"": 1, ""1625"": 1, ""1111"": 1, ""1898"": 1, ""2112"": 2, ""2470"": 1, ""1395"": 1, ""963"": 1, ""1217"": 1, ""2805"": 1, ""701"": 1, ""1335"": 1}"
1420	COUNT	tellen	"{""1356"": 2, ""1493"": 3, ""584"": 1, ""673"": 3, ""1515"": 2}"	"{""1356"": 5, ""1498"": 7, ""492"": 6, ""963"": 1, ""2099"": 2, ""1256"": 1, ""1493"": 5, ""584"": 1, ""673"": 10, ""1198"": 1, ""1515"": 2, ""1725"": 1, ""718"": 1, ""1202"": 1, ""1246"": 1}"
2924	A LITTLE	gering	"{""1242"": 76, ""1400"": 1, ""1246"": 7, ""1645"": 2}"	"{""1242"": 94, ""1400"": 2, ""1246"": 24, ""1379"": 1, ""721"": 3, ""1645"": 4, ""1198"": 2, ""1864"": 1, ""209"": 2, ""1672"": 1, ""1673"": 2, ""687"": 1, ""1229"": 1, ""1336"": 1, ""1267"": 1}"
500	CRUEL	wreed	"{""1884"": 5, ""1292"": 3, ""1923"": 1, ""2099"": 1, ""1820"": 1, ""1625"": 1}"	"{""677"": 1, ""946"": 4, ""1923"": 2, ""2151"": 1, ""1884"": 6, ""962"": 1, ""1223"": 1, ""163"": 1, ""1386"": 1, ""1292"": 10, ""699"": 1, ""2099"": 1, ""220"": 1, ""2902"": 1, ""45"": 3, ""789"": 2, ""1820"": 1, ""1864"": 1, ""1625"": 1, ""2483"": 1, ""1554"": 2, ""216"": 1, ""715"": 1, ""1129"": 1, ""672"": 1}"
1044	PILLOW	kussen	"{""1663"": 5, ""1585"": 22, ""578"": 12, ""674"": 3, ""1856"": 3, ""962"": 2, ""1726"": 1, ""1954"": 1, ""1111"": 1, ""1646"": 1, ""1427"": 1}"	"{""1856"": 20, ""1663"": 29, ""806"": 2, ""1585"": 43, ""578"": 24, ""1726"": 3, ""674"": 9, ""156"": 3, ""1427"": 2, ""1030"": 3, ""1343"": 1, ""1256"": 2, ""1335"": 3, ""1757"": 2, ""1232"": 2, ""2998"": 1, ""962"": 2, ""2483"": 1, ""1233"": 1, ""724"": 1, ""1646"": 2, ""1954"": 1, ""1111"": 1, ""1920"": 1, ""2470"": 2}"
996	DEAF	doof	"{""1518"": 24, ""1653"": 10, ""1247"": 6, ""48"": 3, ""1408"": 4}"	"{""1518"": 33, ""1653"": 19, ""48"": 12, ""1408"": 11, ""1247"": 12, ""1720"": 7, ""1129"": 1, ""377"": 2, ""1383"": 1, ""963"": 1, ""1229"": 1, ""1295"": 1, ""2009"": 1, ""673"": 1, ""1623"": 1, ""1608"": 3, ""1307"": 1, ""584"": 1, ""674"": 1}"
658	RAIN (PRECIPITATION)	regen	"{""3105"": 18, ""1726"": 38, ""1287"": 3, ""1343"": 3, ""1375"": 1, ""1232"": 1, ""658"": 1, ""1489"": 3, ""948"": 1, ""1426"": 1, ""1733"": 1, ""592"": 1, ""153"": 1, ""3748"": 2, ""1552"": 1}"	"{""3105"": 40, ""1726"": 66, ""163"": 1, ""784"": 1, ""609"": 1, ""1230"": 2, ""1287"": 17, ""143"": 1, ""640"": 2, ""1471"": 3, ""1343"": 4, ""1518"": 4, ""1375"": 1, ""3235"": 1, ""153"": 5, ""1489"": 5, ""1733"": 2, ""948"": 9, ""1398"": 1, ""1232"": 1, ""706"": 3, ""592"": 8, ""1292"": 1, ""658"": 1, ""1280"": 1, ""905"": 1, ""1654"": 1, ""1426"": 1, ""1829"": 1, ""1424"": 1, ""653"": 1, ""1552"": 2, ""3748"": 2, ""1425"": 1, ""3702"": 1}"
3757	MUGGY	benauwd	"{""1223"": 1, ""2458"": 1, ""1246"": 1, ""1232"": 3, ""1419"": 10, ""1267"": 2, ""1847"": 2, ""1286"": 1, ""26"": 1, ""1044"": 1}"	"{""1223"": 3, ""1407"": 2, ""1419"": 18, ""2458"": 5, ""1246"": 7, ""1232"": 16, ""1267"": 3, ""1208"": 1, ""1847"": 4, ""1287"": 2, ""706"": 3, ""1286"": 1, ""26"": 2, ""3117"": 1, ""837"": 1, ""1044"": 1, ""487"": 1, ""2998"": 1, ""143"": 1}"
721	LOW	laag	"{""1265"": 31, ""671"": 1, ""1246"": 6, ""948"": 3, ""1567"": 1, ""647"": 2, ""1489"": 1, ""1230"": 1, ""1464"": 1, ""1633"": 1, ""1242"": 1, ""3762"": 1, ""1476"": 1}"	"{""1265"": 39, ""1136"": 1, ""1292"": 2, ""948"": 8, ""671"": 2, ""648"": 1, ""1147"": 1, ""1246"": 17, ""1775"": 2, ""647"": 6, ""1198"": 1, ""1567"": 1, ""249"": 1, ""701"": 1, ""1633"": 3, ""1593"": 4, ""1489"": 1, ""1230"": 1, ""1280"": 2, ""1464"": 1, ""1228"": 1, ""1673"": 1, ""1287"": 1, ""1267"": 1, ""1242"": 3, ""3762"": 1, ""2099"": 1, ""1474"": 1, ""1244"": 1, ""1829"": 1, ""1476"": 1, ""219"": 1, ""323"": 1, ""3086"": 1, ""1011"": 1}"
717	SWEET	zoet	"{""1906"": 12, ""1274"": 1, ""1320"": 1, ""887"": 2, ""1507"": 2, ""3138"": 1}"	"{""2470"": 5, ""1906"": 21, ""1274"": 6, ""887"": 6, ""1244"": 1, ""1507"": 4, ""3138"": 2, ""156"": 3, ""1856"": 2, ""819"": 1, ""2043"": 1, ""1301"": 1, ""418"": 1, ""1320"": 2, ""1336"": 2, ""3446"": 1, ""2997"": 1}"
969	CIGARETTE	sigaret	"{""1689"": 19, ""778"": 18, ""1292"": 5, ""1230"": 3, ""3092"": 2, ""1426"": 1, ""674"": 1, ""221"": 4, ""1299"": 1}"	"{""1689"": 22, ""1230"": 9, ""1426"": 6, ""778"": 36, ""1292"": 8, ""584"": 1, ""1427"": 1, ""3092"": 7, ""3002"": 1, ""1847"": 1, ""674"": 1, ""1625"": 2, ""1455"": 1, ""221"": 7, ""1335"": 1, ""3625"": 1, ""1133"": 1, ""1299"": 1}"
850	SQUARE	vierkant	"{""1570"": 1, ""1395"": 16, ""1467"": 3, ""1035"": 1, ""1775"": 2, ""372"": 1, ""1404"": 1, ""1390"": 1}"	"{""1570"": 5, ""837"": 2, ""1395"": 21, ""1404"": 4, ""1394"": 1, ""1467"": 12, ""3053"": 1, ""1292"": 1, ""673"": 3, ""648"": 2, ""1035"": 1, ""1775"": 3, ""769"": 1, ""1427"": 1, ""1252"": 3, ""3304"": 2, ""686"": 2, ""372"": 1, ""1725"": 1, ""1020"": 1, ""1500"": 1, ""584"": 1, ""2001"": 1, ""1613"": 1, ""1375"": 2, ""1390"": 1, ""1006"": 1}"
136	HERE	hier	"{""1376"": 36, ""136"": 1, ""1942"": 2}"	"{""1376"": 48, ""1237"": 5, ""1775"": 1, ""2009"": 2, ""1035"": 1, ""136"": 1, ""1942"": 6, ""1406"": 1, ""1252"": 1, ""3086"": 1, ""1209"": 2, ""1639"": 1, ""1287"": 1, ""1495"": 1, ""194"": 1}"
